term,all_text,labels,valid_until,country_codes,countries,node_id,sourceID,address,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note,filename,inactivation_date,struck_off_date,all_text_low
dynamic basic development limited,NA_The Offshore Leaks data is current through 2010_WSM_Samoa_158650_Offshore Leaks_NA_DYNAMIC BASIC DEVELOPMENT LIMITED_Samoa_Portcullis Trustnet_SAM_NA_13-MAY-2008_37713/08_NA_Active_Standard International Company_NA,,The Offshore Leaks data is current through 2010,WSM,Samoa,158650,Offshore Leaks,,DYNAMIC BASIC DEVELOPMENT LIMITED,Samoa,Portcullis Trustnet,SAM,,13-May-08,37713/08,,Active,Standard International Company,,offshoreleaks-data-packages/raw-data/csv_offshore_leaks.2018-02-14/offshore_leaks.nodes.entity.csv,,,na_the offshore leaks data is current through 2010_wsm_samoa_158650_offshore leaks_na_dynamic basic development limited_samoa_portcullis trustnet_sam_na_13-may-2008_37713/08_na_active_standard international company_na
your health holding limited,NA_Malta corporate registry data is current through 2016_MLT_Malta_55046632_Paradise Papers - Malta corporate registry_NA_YOUR HEALTH HOLDING LIMITED_Malta_NA_MLT_NA_09-FEB-2011_C51967_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,55046632,Paradise Papers - Malta corporate registry,,YOUR HEALTH HOLDING LIMITED,Malta,,MLT,,9-Feb-11,C51967,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.entity.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_55046632_paradise papers - malta corporate registry_na_your health holding limited_malta_na_mlt_na_09-feb-2011_c51967_na_na_na_na
brunnengasse 1,NA_Malta corporate registry data is current through 2016_NA_NA_58064297_Paradise Papers - Malta corporate registry_BRUNNENGASSE 1 PRICHSENSTADT 97357_BRUNNENGASSE 1 PRICHSENSTADT 97357_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,,,58064297,Paradise Papers - Malta corporate registry,BRUNNENGASSE 1 PRICHSENSTADT 97357,BRUNNENGASSE 1 PRICHSENSTADT 97357,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,na_malta corporate registry data is current through 2016_na_na_58064297_paradise papers - malta corporate registry_brunnengasse 1 prichsenstadt 97357_brunnengasse 1 prichsenstadt 97357_na_na_na_na_na_na_na_na_na_na
raymond de rycker,NA_Malta corporate registry data is current through 2016_BEL_Belgium_56092781_Paradise Papers - Malta corporate registry_NA_RAYMOND DE RYCKER_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,BEL,Belgium,56092781,Paradise Papers - Malta corporate registry,,RAYMOND DE RYCKER,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_bel_belgium_56092781_paradise papers - malta corporate registry_na_raymond de rycker_na_na_na_na_na_na_na_na_na_na
de rycker,NA_Malta corporate registry data is current through 2016_BEL_Belgium_56092781_Paradise Papers - Malta corporate registry_NA_RAYMOND DE RYCKER_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,BEL,Belgium,56092781,Paradise Papers - Malta corporate registry,,RAYMOND DE RYCKER,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_bel_belgium_56092781_paradise papers - malta corporate registry_na_raymond de rycker_na_na_na_na_na_na_na_na_na_na
roberto josef mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013793_Paradise Papers - Malta corporate registry_NA_ROBERTO JOSEF MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013793,Paradise Papers - Malta corporate registry,,ROBERTO JOSEF MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013793_paradise papers - malta corporate registry_na_roberto josef mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_The Panama Papers  data is current through 2015_MLT_Malta_11009341_Panama Papers_NA_PAUL J MIFSUD CPA_NA_NA_NA_NA_NA_NA_NA_ACTIVE_NA_NA,,The Panama Papers  data is current through 2015,MLT,Malta,11009341,Panama Papers,,PAUL J MIFSUD CPA,,,,,,,,ACTIVE,,,offshoreleaks-data-packages/raw-data/csv_panama_papers.2018-02-14/panama_papers.nodes.intermediary.csv,,,na_the panama papers  data is current through 2015_mlt_malta_11009341_panama papers_na_paul j mifsud cpa_na_na_na_na_na_na_na_active_na_na
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58005598_Paradise Papers - Malta corporate registry_11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE, MALTA_11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58005598,Paradise Papers - Malta corporate registry,"11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE, MALTA","11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58005598_paradise papers - malta corporate registry_11, triq mons alfredo mifsud, pembroke, malta_11, triq mons alfredo mifsud, pembroke, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58006231_Paradise Papers - Malta corporate registry_114 SIR UGO MIFSUD STREET, LIJA, MALTA_114 SIR UGO MIFSUD STREET, LIJA, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58006231,Paradise Papers - Malta corporate registry,"114 SIR UGO MIFSUD STREET, LIJA, MALTA","114 SIR UGO MIFSUD STREET, LIJA, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58006231_paradise papers - malta corporate registry_114 sir ugo mifsud street, lija, malta_114 sir ugo mifsud street, lija, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58006267_Paradise Papers - Malta corporate registry_11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE_11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58006267,Paradise Papers - Malta corporate registry,"11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE","11, TRIQ MONS ALFREDO MIFSUD, PEMBROKE",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58006267_paradise papers - malta corporate registry_11, triq mons alfredo mifsud, pembroke_11, triq mons alfredo mifsud, pembroke_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58006415_Paradise Papers - Malta corporate registry_114, NASHVILLE, FLT 3 TRIQ MONS ALFRED MIFSUD BIRKIRKARA_114, NASHVILLE, FLT 3 TRIQ MONS ALFRED MIFSUD BIRKIRKARA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58006415,Paradise Papers - Malta corporate registry,"114, NASHVILLE, FLT 3 TRIQ MONS ALFRED MIFSUD BIRKIRKARA","114, NASHVILLE, FLT 3 TRIQ MONS ALFRED MIFSUD BIRKIRKARA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58006415_paradise papers - malta corporate registry_114, nashville, flt 3 triq mons alfred mifsud birkirkara_114, nashville, flt 3 triq mons alfred mifsud birkirkara_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58006474_Paradise Papers - Malta corporate registry_113, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA, MALTA_113, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58006474,Paradise Papers - Malta corporate registry,"113, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA, MALTA","113, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58006474_paradise papers - malta corporate registry_113, ignazio saverio mifsud street, birkirkara, malta_113, ignazio saverio mifsud street, birkirkara, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58077846_Paradise Papers - Malta corporate registry_HEAVEN, TRIQ MIKIEL ANG MIFSUD MOSTA_HEAVEN, TRIQ MIKIEL ANG MIFSUD MOSTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58077846,Paradise Papers - Malta corporate registry,"HEAVEN, TRIQ MIKIEL ANG MIFSUD MOSTA","HEAVEN, TRIQ MIKIEL ANG MIFSUD MOSTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58077846_paradise papers - malta corporate registry_heaven, triq mikiel ang mifsud mosta_heaven, triq mikiel ang mifsud mosta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58144543_Paradise Papers - Malta corporate registry_'EDLORD' TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA_'EDLORD' TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58144543,Paradise Papers - Malta corporate registry,"'EDLORD' TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA","'EDLORD' TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58144543_paradise papers - malta corporate registry_'edlord' triq il-kappillan mifsud, santa venera_'edlord' triq il-kappillan mifsud, santa venera_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58144714_Paradise Papers - Malta corporate registry_'EDLORD HOUSE' TRIQ IL-KAPILLAN MIFSUD, SANTA VENERA, MALTA_'EDLORD HOUSE' TRIQ IL-KAPILLAN MIFSUD, SANTA VENERA, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58144714,Paradise Papers - Malta corporate registry,"'EDLORD HOUSE' TRIQ IL-KAPILLAN MIFSUD, SANTA VENERA, MALTA","'EDLORD HOUSE' TRIQ IL-KAPILLAN MIFSUD, SANTA VENERA, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58144714_paradise papers - malta corporate registry_'edlord house' triq il-kapillan mifsud, santa venera, malta_'edlord house' triq il-kapillan mifsud, santa venera, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58144953_Paradise Papers - Malta corporate registry_'GOODWYNS', PATRI PELLEGIO MIFSUD STREET, ZEBBUG_'GOODWYNS', PATRI PELLEGIO MIFSUD STREET, ZEBBUG_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58144953,Paradise Papers - Malta corporate registry,"'GOODWYNS', PATRI PELLEGIO MIFSUD STREET, ZEBBUG","'GOODWYNS', PATRI PELLEGIO MIFSUD STREET, ZEBBUG",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58144953_paradise papers - malta corporate registry_'goodwyns', patri pellegio mifsud street, zebbug_'goodwyns', patri pellegio mifsud street, zebbug_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58145317_Paradise Papers - Malta corporate registry_'GOODWYNS', PATRI PELLEGIO MIFSUD STR, ZEBBUG_'GOODWYNS', PATRI PELLEGIO MIFSUD STR, ZEBBUG_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58145317,Paradise Papers - Malta corporate registry,"'GOODWYNS', PATRI PELLEGIO MIFSUD STR, ZEBBUG","'GOODWYNS', PATRI PELLEGIO MIFSUD STR, ZEBBUG",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58145317_paradise papers - malta corporate registry_'goodwyns', patri pellegio mifsud str, zebbug_'goodwyns', patri pellegio mifsud str, zebbug_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58145338_Paradise Papers - Malta corporate registry_'HYDROELECTRIC' TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA_'HYDROELECTRIC' TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58145338,Paradise Papers - Malta corporate registry,"'HYDROELECTRIC' TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA","'HYDROELECTRIC' TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58145338_paradise papers - malta corporate registry_'hydroelectric' triq il-kappillan mifsud, hamrun, malta_'hydroelectric' triq il-kappillan mifsud, hamrun, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58145880_Paradise Papers - Malta corporate registry_'PERTH', TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA BKR 05_'PERTH', TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA BKR 05_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58145880,Paradise Papers - Malta corporate registry,"'PERTH', TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA BKR 05","'PERTH', TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA BKR 05",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58145880_paradise papers - malta corporate registry_'perth', triq ignazio saverio mifsud, birkirkara bkr 05_'perth', triq ignazio saverio mifsud, birkirkara bkr 05_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58146441_Paradise Papers - Malta corporate registry_'MARYCOU' MONS. A. MIFSUD STREET, BIRKIRKARA, MALTA_'MARYCOU' MONS. A. MIFSUD STREET, BIRKIRKARA, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58146441,Paradise Papers - Malta corporate registry,"'MARYCOU' MONS. A. MIFSUD STREET, BIRKIRKARA, MALTA","'MARYCOU' MONS. A. MIFSUD STREET, BIRKIRKARA, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58146441_paradise papers - malta corporate registry_'marycou' mons. a. mifsud street, birkirkara, malta_'marycou' mons. a. mifsud street, birkirkara, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,NA_Malta corporate registry data is current through 2016_NA_NA_58146543_Paradise Papers - Malta corporate registry_'ODYSEEY' TRIQ K. MIFSUD PIETA'_'ODYSEEY' TRIQ K. MIFSUD PIETA'_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,,,58146543,Paradise Papers - Malta corporate registry,'ODYSEEY' TRIQ K. MIFSUD PIETA','ODYSEEY' TRIQ K. MIFSUD PIETA',,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,na_malta corporate registry data is current through 2016_na_na_58146543_paradise papers - malta corporate registry_'odyseey' triq k. mifsud pieta'_'odyseey' triq k. mifsud pieta'_na_na_na_na_na_na_na_na_na_na
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58000257_Paradise Papers - Malta corporate registry_'ABBEY WOOD 2' TRIQ MONS. MIKELANG MIFSUD, MOSTA_'ABBEY WOOD 2' TRIQ MONS. MIKELANG MIFSUD, MOSTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58000257,Paradise Papers - Malta corporate registry,"'ABBEY WOOD 2' TRIQ MONS. MIKELANG MIFSUD, MOSTA","'ABBEY WOOD 2' TRIQ MONS. MIKELANG MIFSUD, MOSTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58000257_paradise papers - malta corporate registry_'abbey wood 2' triq mons. mikelang mifsud, mosta_'abbey wood 2' triq mons. mikelang mifsud, mosta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58000321_Paradise Papers - Malta corporate registry_'CARMVIC', TRIQ IL-KAPPILLAN MIFSUD, HAMRUN_'CARMVIC', TRIQ IL-KAPPILLAN MIFSUD, HAMRUN_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58000321,Paradise Papers - Malta corporate registry,"'CARMVIC', TRIQ IL-KAPPILLAN MIFSUD, HAMRUN","'CARMVIC', TRIQ IL-KAPPILLAN MIFSUD, HAMRUN",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58000321_paradise papers - malta corporate registry_'carmvic', triq il-kappillan mifsud, hamrun_'carmvic', triq il-kappillan mifsud, hamrun_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58000481_Paradise Papers - Malta corporate registry_""CASA CARUANA"" IGNAZIO S. MIFSUD STREET, BIRKIRKARA_""CASA CARUANA"" IGNAZIO S. MIFSUD STREET, BIRKIRKARA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58000481,Paradise Papers - Malta corporate registry,"""CASA CARUANA"" IGNAZIO S. MIFSUD STREET, BIRKIRKARA","""CASA CARUANA"" IGNAZIO S. MIFSUD STREET, BIRKIRKARA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58000481_paradise papers - malta corporate registry_""casa caruana"" ignazio s. mifsud street, birkirkara_""casa caruana"" ignazio s. mifsud street, birkirkara_na_na_na_na_na_na_na_na_na_na"
